id,nom,link,ingredients,pas,temps,catégorie,nationalité_recette,convive,valeur_nutritionnelle
42,Cómo hacer cholado colombiano ,https://www.comedera.com/como-hacer-cholado-colombiano/,"['4 galletas wafer', '15 fresas cortadas en cubos pequeños', '2 mangos cortados en cubos pequeños', '2 ruedas piña cortada en cubos pequeños', '2 kiwi cortados en cubos pequeños', '1 manzana verde o roja  picada en lajas', '2 bananas  cortadas en rebanadas', '4 tazas hielo granizado', '1 cda. azúcar blanca', 'jarabe o almíbar  sabor de su preferencia', '1/2 taza coco rallado', '5 cerezas  para decorar', '1/4 taza  leche condensada']","['Mezclamos en un bol las frutas (menos la manzana) y agregamos el azúcar blanca.', 'En un vaso colocamos la mitad del granizado y agregamos el jarabe o almíbar que escogimos.', 'Colocamos 3 cucharadas de las diferentes frutas y agregamos más jarabe en el tope, luego vertemos 2 cucharadas de leche condensada.', 'Ponemos 2 trozos de manzana a un lado del vaso y una galleta wafer.', 'Finalmente espolvoreamos el coco rallado colocamos la guinda que será la cereza.']",['20 minutos minutos'],"['antojitos, postre tradicional, Receta tradicional']",['Colombiana'],[],['160kcal']
43,Cómo hacer marranitas colombianas ,https://www.comedera.com/como-hacer-marranitas-colombianas/,"['2 plátanos verdes', '300 gr  Tocino carnudo para el chicharrón', '1 tallo  cebollín', '2 dientes de ajo  grandes triturados', '2 tazas  aceite para freír']","['Lavamos el tocino y cortamos en trozos muy pequeños.', 'Ponemos en un bol y le agregamos el ajo triturados y la sal.', 'En una sartén colocamos el tocino sasonado a fuego medio y dejamos que se cocine en su propia grasa por 15 minutos. Debe quedar dorado.', 'Ponemos a escurrir en un colador para retirar el exceso de grasa.']",['15 minutos minutos'],"['antojitos, fritura, receta facil']",['Colombiana'],[],['300kcal']
44,"Receta de arepa de huevo colombiana, una delicia ",https://www.comedera.com/receta-de-arepa-de-huevo-colombiana-una-delicia/,"['500 gr de harina de maíz', '5 huevos', '100 gr de mantequilla', '1 cda de sal', '400 ml de agua', 'Suficiente aceite para freir']","['Toma la mantequilla y derrítela en el microondas por 1 minuto.', 'Luego, agregarás el agua en un bol, la sal, la mantequilla derretida y añadirás progresivamente la harina de maíz. Con la ayuda de tus manos amasas poco a poco hasta que obtengas una textura muy suave y homogénea.', 'Calienta un sartén con suficiente aceite para freír.', 'Tomarás tu masa y la divides en cinco bolas del mismo tamaño y le daremos forma a la arepa. Con las manos aplástalas y con la ayuda de un plato hasta que te quede una lámina redonda semi delgada.', 'Cuando el aceite esté caliente, procederás a freír las arepas de huevo, cuando esté dorada, la sacarás y dejarás que enfríen un poco.', 'Agarrarás un huevo y lo abrirás cuidadosamente sin que la yema de deshaga. Posteriormente, tomarás una arepa, la abrirás e introducirás el huevo y la cerrarás con un poco más de masa. Repite este paso con todas las demás.', 'Procede a freírlas nuevamente por 2 minutos para que le des chance de que el huevo se cocine a la perfección. Si eres de los que te gusta con la yema blanda, solo fríelas por 1 minuto y medio.', 'Retíralas y colócalas en un papel absorbente para retirar el exceso de aceite.', 'Tus arepas de huevo ya están listas para disfrutarlas.']",['30 minutos minutos'],['fritura'],['Colombiana'],['5 personas'],['398kcal']
45,Hagamos almojábana colombiana ,https://www.comedera.com/hagamos-almojabana-colombiana/,"['1 taza  y media de harina de maíz precocida amarilla (150 grs. )', '2 cda azúcar blanca', '1 cdta.  polvo para hornear', '1/4 cdta sal fina', '4 tazas  queso cuajada  (400 grs.)', '1 huevo grande batido  temperatura ambiente', '5 cda.  leche líquida']","['Precalentamos el horno a 230°C ó 450°F.', 'En un bol grande mezclamos los ingredientes secos: la harina de maíz, el azúcar, la sal y el polvo de hornear.', 'Agregamos el queso rallado y mezclamos muy bien.', 'Incorporamos el huevo batido y empezamos a amasar para integrar muy bien los ingredientes.', 'Finalmente vamos añadiendo la leche poco a poco hasta que la masa vaya poniéndose suave y moldeable.', 'Hacemos 10 bolitas y lueo las aplanamos un poco para darle forma de torticas o panesillos.']",['15 minutos minutos'],"['al horno, antojitos, receta facil']",['Colombiana'],[],['149kcal']
46,Receta de caldo de pata ecuatoriano ,https://www.comedera.com/caldo-de-pata-ecuatoriano/,"['1 pata de res', '2 ramas de cebollino o cebolla larga', '1 ramillete de perejil', '1/2 taza de cebolla blanca  cortada en cuadritos', '2 cdas de cilantro o culantro  picadito', '3 cdas de aceite', '1/4 litro de leche', '200 gr de mote cocido', '120 gr de maní tostado y molido', 'Achiote, sal y comino molido al gusto']","['Inicia la receta y toma la pata de res y lava muy bien con agua y vinagre. Si deseas, deja remojar por un buen tiempo para desinfectarla.', 'Corta la pata en trozos y coloca en una olla de presión e incorpora el perejil y la cebolla en ramas o cebollino.', 'Cocina por aproximadamente 30 minutos o hasta que estén blandas. Pasado ese tiempo, retira del fuego y deja reposar.', 'Cuando tu olla de presión esté fría, retira la pata de la olla y corta en trozos más pequeños y reserva. Toma el caldo y cuela. Reserva el líquido.', 'Calienta un sartén con aceite y sofríe la cebolla hasta dorar. Incorpora el culantro y sazona con sal, achiote y comino al gusto. Mezcla muy bien. Apaga.', 'Vierte en una olla la leche, el caldo de pata, el mote cocido el sofrito y el maní tostado. Mezcla y deja cocinar hasta hervir.', 'Posteriormente agrega los trocitos de pata, mezcla y termina de cocinar por 5 minutos.', 'Apaga y sirve con más culantro.', '¡Disfruta!']",['15 minutos minutos'],['Receta tradicional'],['Ecuatoriana'],['4 porciones'],['520kcal']
47,Cómo hacer hornado ecuatoriano ,https://www.comedera.com/como-hacer-hornado-ecuatoriano/,"['3½ kilo de carne de cerdo  espaldilla, paletilla, lomo de cabeza o lomo', '3 limones  su jugo', '30 dientes de ajo\xa0machados', '2 cdas. de comino molido', '1½ cda.   de sal', '½ cda.  de pimienta negra molida', '3 tazas  de cerveza para marinar', '2 taza  de cerveza para hornear', '170  grs.  de mantequilla o manteca de cerdo', '2 cdas. de achiote molido']","['Pon la carne de cerdo en una fuente grande para marinar.', 'Mezcla en una licuadora o un procesador de alimento, el jugo del limón y los aliños', 'Con un cuchillo o trincho haz varias punzadas en la superficie del cerdo para que el aliño penetre hasta su interior.', 'Vierte las 3 tazas de cerveza encima de la carne y deja reposar durante la noche en la refrigeradora.', 'Voltea la carne cada 4 horas para asegurar que ambas caras estén bien sazonadas.', 'Precalienta el horno a 400ºF (200ºC) y hornea el cerdo en una bandeja en la que quepa el líquido de la marinada.', 'Ubícalo con la piel o el cuero hacia arriba.', 'Hornea durante 30 minutos.', 'Mientras que en una olla pequeña, derrite 4 onzas de mantequilla o manteca a fuego lento, y agrega 1 cucharada de achiote molido y mezcla bien.', 'Baja la temperatura del horno a 350°F y vierte la mezcla de mantequilla y achiote derretida sobre la carne de cerdo.', 'Baña la carne con el adobo líquido aproximadamente cada 20-30 minutos.', 'Continúa asando a 350ºF y bañando la carne con el líquido durante aproximadamente 1 ½ horas.', 'Luego baja la temperatura del horno a 325ºF.', 'Cuando el líquido de la bandeja se empiece a reducir derrite la mantequilla o manteca restante a fuego lento.', 'Agrega las 2 tazas de cerveza y la cucharada restante de achiote molido, caliéntela pero no dejes que hierva.', 'Cocina durante 1 ½ hora más, bañando frecuentemente la carne.']",['20 minutos minutos'],['al horno'],['Ecuatoriana'],['10 personas'],['850kcal']
48,Cómo hacer mote con chicharrón ecuatoriano ,https://www.comedera.com/mote-con-chicharron-ecuatoriano/,"['½ kilo  de mote cocido', 'Culantro picado al gusto', 'Curtido de cebolla morada', '½ kilo de lonja de chancho', 'Aceite o manteca de color\xa0achiote', '3 dientes de ajo\xa0licuados o triturados', 'Cebolla blanca picada', 'Comino al gusto', 'Sal al gusto']","['Corta la lonja de cerdo en cuadrados o dados medianos.', 'Sazona con sal, comino, ajo triturado y cebolla blanca.', 'Calienta la manteca de color en una paila a fuego medio y cocina los trozos hasta que suelte la grasa y queden dorados. Este proceso puede tardar entre 10 y 15 minutos.', 'Debes remover frecuentemente el cerdo para evitar que se queme.', 'Retira los chicharrones de la grasa y dejar escurrir el exceso de manteca.', 'Calienta el mote en la grasa donde se cocinaron los chicharrones.', 'Sirve el mote con los chicharrones, curtido de cebolla y culantro picado.']",['10 minutos minutos'],['Receta tradicional'],['Ecuatoriana'],['4 personas'],['395kcal']
49,"Cómo hacer tigrillo, tradicional de Ecuador ",https://www.comedera.com/como-hacer-tigrillo-tradicional-de-ecuador/,"['3 plátanos verdes', '2 cebollas blancas', '1/2 taza de queso fresco', '1/2 cda de achiote', '2 cdas de mantequilla', '2 cdas de cilantro picadito', 'Sal y pimienta al gusto']","['Inicia la receta de tigrillos, pelando los plátanos. Corta en trozos e hierve en una olla con suficiente agua. Cocina por aproximadamente 20 minutos hasta que ablanden.', 'Mientras los plátanos se cocinan, toma las cebollas y corta en cuadritos o corte brunoise muy pequeños. Reserva.', 'Calienta un sartén y agrega la mantequilla con un pelín de aceite de oliva. Incorpora las cebollas y sofríe hasta que queden transparentes.', 'Posteriormente, sazona con sal y pimienta al gusto junto al achiote. Mezcla y cocina por 2 minutos. Apaga y reserva.', 'Una vez los plátanos estén cocidos, retira del agua y coloca en un bol. Con la ayuda de un tenedor, haz puré hasta que estén procesados, no importa que queden grumos.', 'Procede e incorpora el sofrito de cebolla y achiote, también el queso. Mezcla hasta que todo se integre.', 'Una vez listo, sirve con huevo frito, tocineta crujiente y chicharrón.', '¡Disfruta!']",['15 minutos minutos'],['Receta tradicional'],['Ecuatoriana'],['4 porciones'],['490kcal']
50,Receta de sopa marinera de Ecuador ,https://www.comedera.com/receta-de-sopa-marinera-de-ecuador/,"['20  conchas de almeja', '12 conchas de mar', '10  cangrejos', '½ kg de rodajas de pescado blanco', '½ kg  de camarones pelados y desvenados', '2  tomate pelado', '1 cucharadas de cebolla blanca picada', '1  cebolla colorada picada', '¼ taza de cilantro picado', '½ taza de maní tostado y molido', '3 cdas. de aceite de color', '2 cdas. de perejil picado', 'Sal, pimienta y comino al gusto']","['En una olla grande prepara el sofrito con la cebolla blanca, la cebolla colorada, el tomate, el cilantro, el perejil y el aceite de color.', 'Sazona con sal pimienta y comino al gusto. Mezcla.', 'Agrega tres litros de agua hirviendo; tapa y deja cocinar por 10 minutos a fuego lento.', 'Agrega los mariscos bien lavados (desvenados los camarones).', 'Tapa bien y deja cocinar a fuego medio por una hora aproximadamente.', 'Pasado el tiempo agrega el maní, el pescado y los camarones, y deja cocinar por 15 minutos a fuego lento.', 'Disfruta con patacones o arroz blanco.']",['10 minutos minutos'],['Receta tradicional'],['Ecuatoriana'],['4 porciones'],['153kcal']
51,Cómo hacer menestra de lentejas ,https://www.comedera.com/como-hacer-menestra-de-lentejas/,"['½\xa0 kg de lentejas  lavadas', '1 cebolla morada cortada en cubos', '1 pimiento verde cortado en cubos', '3 tomates cortados en cubos', '6 dientes de ajo fileteados', '1 cda de achiote molido', '4 cdas de cilantro  finamente cortado', '3 cdas de aceite', 'Sal al gusto']","['Inicia la receta y remoja las lentejas por 30 minutos.', 'Pasado este tiempo, retira del agua y deja escurrir las lentejas.', 'Ahora, calienta una olla grande con aceite.', 'Cuando esté caliente sofríe el ajo junto a la cebolla hasta que queden transparentes. Luego, añade el pimentón y los tomates, mezcla hasta que integren.', 'Sazona con el achiote, comino, y sal al gusto. Mezcla hasta que se integre todo. Cocina durante 5 minutos.', 'Ahora, incorpora las lentejas y el agua, mezcla y baja el fuego a medio. Cocina por una hora aproximadamente y mueve cada cierto tiempo.', 'Sabrás que está listo cuando las lentejas estén tiernas.', 'Pasado ese tiempo, añade el cilantro, mezcla y apaga.', 'Tu menestra estará más que lista. ¡Disfruta!']",['20 minutos minutos'],['Receta tradicional'],['Ecuatoriana'],['4 personas'],['520kcal']
52,"Receta de quimbolitos, típicos de Ecuador ",https://www.comedera.com/quimbolitos-tipicos-de-ecuador/,"['2 tazas de harina de maíz', '½ taza \xa0de leche', '¼ taza de jugo de naranja', '¼ taza de queso crema', '2 huevos', '115 gr de mantequilla', '1 cdta de polvo de hornear', '1 cdta de esencia de vainilla', '1 taza de azúcar', 'Pasas al gusto', 'Hojas de achira o plátano']","['Inicia tu receta y agrega las dos tazas de harina de maíz en un bol, Agrega también el polvo de hornear. Mezcla muy bien.', 'Luego, añade la leche y el jugo de naranja. Mezcla muy bien hasta que la masa vaya tomando forma.', 'Ahora, vierte el queso crema, y la esencia de vainilla. Mezcla muy bien hasta que todo se integre.', 'Separa las yemas de las claras.', 'Bate muy bien las yemas junto al azúcar y la mantequilla hasta que te quede como una textura cremosa.', 'Vierte la mezcla de yemas, mantequilla y azúcar a la harina ya con el resto de ingredientes. Mezcla súper bien y te quedará como una masa con mucha textura. Reserva.', 'Precalienta la vaporera.', 'Toma las claras y bate a punto de nieve hasta que te queden con bastante cuerpo. Si tienes batidor conseguirás el punto perfecto.', 'Ahora, agrega las claras a punto de nieve a la mezcla general y une con una espátula con movimientos envolventes para que mantenga el aire.', 'Toma la hoja de achira o plátano y arma como una cajita, ayúdate de hilo o palillos, Luego, agrega de 3 a 4 cucharadas de la mezcla en el centro y decora con pasas.', 'Cocina al vapor durante aproximadamente 30 minutos o hasta que hayan crecido y estén esponjosos.', 'Deja reposar y estarán listos para consumir.', 'Puedes degustar directo de la hoja o desmoldar.']",['15 minutos minutos'],['postre tradicional'],['Ecuatoriana'],['10 porciones'],['530kcal']
53,Receta de ceviche de concha ecuatoriano ,https://www.comedera.com/receta-de-ceviche-de-concha-ecuatoriano/,"['75 conchas prietas negras  frescas', '15 limones', '3 tomates de riñón  picado en cuadros', 'Ajo en polvo', 'Pimienta y pimienta al gusto al gusto', '5 ramas de cilantro  finamente picado', '3 Cebollas coloradas  picada en forma de pluma']","['Lo primero que debemos hacer es limpiar bien las conchas, con un cepillo muy bien las lavamos y luego las secamos.', 'Abrimos las conchas una a la vez y con una cuchara vaciamos el interior de las mismas en un recipiente hondo.', 'Exprimimos los limones en el recipiente y las dejamos reposar por unos 10 minutos.', 'Vamos a mezclar todos los ingredientes en el pozuelo de las conchas, añadimos las cebollas, el tomate, el cilantro y condimentamos con la sal, el ajo, la pimienta y batimos bien.', 'Ya está listo el ceviche de concha, lo puedes servir con tostones, unos pedazos de limón y una porción de arroz.']",['10 minutos minutos'],['Receta tradicional'],['Ecuatoriana'],['5 personas'],['310kcal']
54,Cómo hacer camarones reventados ecuatorianos ,https://www.comedera.com/como-hacer-camarones-reventados-ecuatorianos/,"['½ kg de camarones lavados pelados y desvenados', '2  huevos batidos', '3 cdas.  de mostaza', '2 cdtas. de ajo en polvo', '½ cdta. de pimienta', '1 cdta. cebolla en polvo', '1 taza de harina de trigo', '3 cda. de maicena', 'Sal al gusto', 'Aceite vegetal para freír']","['Vamos a poner los camarones en un recipiente hondo, luego agregamos la mostaza, los huevos, el ajo en polvo, la pimienta, la cebolla en polvo, sal al gusto.', 'Refrigeramos por media hora.', 'Mezclamos la harina con la maicena y la vaciamos en una bolsa plástica.', 'Sacamos los camarones de la nevera y los ponemos dentro de la bolsa donde está la harina. Agitamos bien, con el objetivo de empaparlos muy bien con la harina.', 'Ponemos en una sartén con aceite suficiente a fuego medio.', 'Cuando ya esté caliente vamos a freír los camarones por 5 minutos, los sacamos y los ponemos sobre papel absorbente.', 'Servimos aun tibios con el contorno de tu preferencia.']",['5 minutos minutos'],['fritura'],['Ecuatoriana'],['6 porciones'],['180kcal']
55,"Chaulafan, receta típica de Ecuador ",https://www.comedera.com/chaulafan-receta-tipica-de-ecuador/,"['4 tazas de arroz blanco cocido bien suelto', '400 gr de pollo', '200 ml de aceite de sésamo', '100 ml salsa de ostras', '1 taza de guisantes', '1 cda de salsa de soja', '1 pimentón', '1 ramillete de cebolleta tierna', '2 dientes de ajo', '1 ramillete de cebolleta china', '½ zanahoria', '4 huevos', '1 cda de azúcar', '1 trozo de jengibre']","['Pica la cebolleta tierna fina para que sea la base del arroz, pica también el pimiento rojo retirando las semillas y las partes blancas. Pela la zanahoria y pícala en cuadritos pequeños.', 'Bate los huevos y haz una tortilla delgada.', 'Tritura el diente de ajo con el jengibre y un poco de aceite hasta hacer una pasta. Reserva.', 'Pica también la cebolleta china (verde) muy fina y trocea el pollo en cuadraditos.', 'Calienta una sartén o un wok a fuego fuerte y añade el aceite con la pasta de ajo y jengibre, saltea apenas unos segundos hasta que empiece a dorarse y añade la cebolleta blanca picada (no la china), el pimiento rojo y la zanahoria. Saltea y cuida de que no se queme.', 'Añade el pollo picado y saltea para que se dore bien por fuera y se cocine por dentro.', 'Agrega el arroz cocido y deja que se tueste ligeramente, todo siempre a fuego fuerte, en la sartén.', 'Añade todas las salsas y remueve bien, salpimienta.', 'Incorpora también la tortilla cortadita en el último minuto, los guisantes y la cebolleta verde china picada.\xa0Saltea a fuego fuerte sin dejar de remover.', 'Apaga y sirve caliente.', '¡Disfruta!']",['10 minutos minutos'],['Receta tradicional'],['Ecuatoriana'],['4 personas'],['590kcal']
56,Cómo hacer el tradicional mote pillo ecuatoriano ,https://www.comedera.com/como-hacer-el-tradicional-mote-pillo-ecuatoriano/,"['400 gr de mote cocido', '4 huevos', '2 cda de manteca o mantequilla', '1 taza de cebolla picada', '1/4 taza de leche', '2 dientes de ajo machacados', '1 cda de cilantro', 'Sal al gusto']","['Vamos a poner una cazuela a calentar. Cuando esté caliente le añadirás la manteca para que se deshaga.', 'Posteriormente, le añadirás los dientes de ajo machacados, la cebolla y saltearás por 3 minutos hasta que estén suaves.', 'Ahora, agrega el mote, la sal al gusto y el achiote. Mezcla y deja cocinar por 3 minutos.', 'Es momento de que incorpores la leche y cocinarás hasta que se evapore y el mote se haya impregnado de todo el líquido.', 'Mientras se cocina, bate los huevos en un bol pequeño hasta que queden espumosos.', 'Agrégalos a la cazuela y cocina hasta que cuajen. Aproximadamente por 5 minutos.', 'Terminada la cocción, sirve y degusta.', '¡Disfruta!']",['10 minutos minutos'],['desayuno'],['Ecuatoriana'],['4 personas'],['310kcal']
57,Cómo hacer llapingachos ecuatorianos ,https://www.comedera.com/como-hacer-llapingachos-ecuatorianos/,"['5-6 5-6\xa0papas grandes\xa0 peladas y cortadas en trozos medianos', '2 cda aceite', '½ taza cebolla blanca  picada finamente', '2 cdtas.  achiote molido', '1 taza  queso o quesillo desmenuzado \xa0puede usar mozzarella o oaxaca', 'Sal al gusto']","['Lava y pela las papas y ponlas en una olla profunda cubiertas por agua y una cucharadita de sal, deja que hierva hasta que estén suaves.', 'Calienta el aceite a temperatura media y prepara un refrito con la cebolla y el achiote, hasta que las cebollas estén suaves, aproximadamente unos cinco minutos.', 'Haz un puré con las papas y agrega el refrito de cebolla y sal y mezcla bien.', 'Cubre la mezcla de papas y deja reposar a temperatura ambiente por lo menos durante una hora.', 'Forma bolas pequeñas con la mezcla de papas, haz un hueco en la mitad de cada bola y rellénalo con el queso.', 'Aplasta las bolas hasta que tengan forma de tortillas gruesas y déjalas reposar en la refrigeradora durante 30 minutos o hasta que la hora de cocinarlas.', 'Cocina las tortillas en una parrilla plana o una sartén caliente hasta que estén doradas por ambos lados.', 'Sirve los llapingachos con huevo frito, salsa de mani, chorizo, curtido de tomate y cebolla, tajas de aguacate y ají.']",['30 minutos minutos'],"['antojitos, Receta tradicional']",['Ecuatoriana'],['10 personas'],['748kcal']
58,Cocina la típica Guatita ecuatoriana ,https://www.comedera.com/cocina-la-tipica-guatita-ecuatoriana/,"['1 kg de mondongo lavado y limpio', '10 tazas de agua', 'Jugo de un limón', '4 dientes de ajo', '1 ramita de cilantro', '1 cda de comino', 'Sal al gusto']","['Vamos a iniciar nuestra receta, preparado el mondongo. Para ello, vamos a cubrirlo con agua, sal y limón y lo dejamos reposar por 15 minutos.', 'Mientras, calienta una olla con suficiente agua en la que colocarás los dientes de ajo, la cucharada de comino, el cilantro y sal. Mezcla y deja que hierva.', 'Cuando roma hervor, sacarás tu mondongo y lo lavarás en el agua donde se remojó. Luego, lo agregarás a la olla, baja el fuego y dejarás cocinar hasta que esté bien blandito. Más o menos debes dejarlo dos horas.', 'Apaga, saca tu mondongo y deja reposar. Del agua en la que se cocinó, reserva dos tazas.', 'Cuando tu mondongo esté bien frío, lo cortarás en trozos pequeños.']",['20 minutos minutos'],['Receta tradicional'],['Ecuatoriana'],['6 personas'],['510kcal']
59,Fritada de chancho versión ecuatoriana ,https://www.comedera.com/fritada-de-chancho-version-ecuatoriana/,"['2 kg de cerdo o chancho (entre costillas y lomo)', '1 cda de comino', '1 taza de jugo de naranja', '3 tazas de agua', '1 cebolla blanca cortada en trozos', '1 chalote cortado en trozos', '10 dientes de ajo', 'Sal y pimienta al gusto']","['Vamos a iniciar nuestra receta, sazonando la carne con el comino, la sal y la pimienta.', 'Toma 5 dientes de ajo y tritúralos. Agrégalos al chancho, Mezcla y deja marinar por en la nevera por 1 hora aproximadamente.', 'Ahora, coloca tu carne en una cazuela, agrégale el agua, la cebolla, el chalote, los dientes de ajo restantes, mezcla y pon a cocinar por aproximadamente una hora a fuego medio. Procura que no quede seco.', 'Pasado ese tiempo, incorpora el jugo de naranja, mezcla y sube el fuego para que el chancho tome todo el sabor del cítrico y hasta que se reduzca todo el líquido. No debes dejar de mover.', 'Cuando veas que ya no haya líquido, sigue moviendo hasta que tu carne estén bien dorada y se le haya formado una costra crocante y se vea jugosa por dentro. Apaga y sirve.', '¡Disfruta!']",['15 minutos minutos'],['Receta tradicional'],['Ecuatoriana'],['6 personas'],['490kcal']
60,Receta de locro de habas ecuatoriano ,https://www.comedera.com/receta-de-locro-de-habas-ecuatoriano/,"['4 tazas  habas frescas peladas', '4 libras vainas de habas', '2 cda  aceite de girasol', '4 dientes de ajo machacados', '2 tazas cebolla blanca  picada en cubitos', '1 cebolla entera', '2 tomates tipo roma\xa0pelados sin semillas y picaditos en cubitos', '½ cda. comino molido', '½ cda.  achiote molido', '1 cdta.  chile molido o aji en polvo', '3 papas\xa0 peladas y picadas en cubos medianos', '6 tazas agua o caldo', '½ taza leche', '1 ½ taza queso fresco desmenuzado', '3 huevos\xa0 ligeramente batidos', '3 cda cilantro  picado finamente', 'Sal al gusto']","['En una sartén grande calienta el aceite, agrega la cebolla picada y cocina por unos 5 minutos.', 'Añade el ajo machacado, cocina por 2 minutos.', 'Agrega los tomates picados, el comino, el ají en polvo, el achiote molido, y sal. Mezcla bien y cocina por 3 minutos.', 'Agrega las papas y el agua o el caldo, hasta que hierva.', 'Agrega 2 tazas de las habas peladas, reduce la temperatura y cocina a fuego lento hasta que las papas estén suaves, aproximadamente 25 minutos.', 'En un mortero o pasa puré, machaca las papas y las habas para suavizarlas ligeramente.', 'Agrega el resto de las habas, cocina por 5 minutos, revolviendo de vez en cuando.', 'Bate la leche y los huevos, agrega esta mezcla a la sopa.', 'Añade el queso desmenuzado y mezcla bien.', 'Retira del fuego y espolvorea el cilantro picado.', 'Sirve el locro de habas acompañado de aji criollo y rodajas de aguacate.']",['10 minutos minutos'],['Receta tradicional'],['Ecuatoriana'],['4 personas'],['110kcal']
61,Cómo hacer sopa de huevo de toro salvadoreña ,https://www.comedera.com/sopa-de-huevo-de-toro-salvadorena/,"['2 criadillas (testículos de toro)', '1 tomate  maduro', '1 chile verde  mediano', '½ cebolla', '2 dientes de ajo', 'ramitas de hierbabuena al gusto', '1 huevo de gallina']","['Empezamos a cocinar las criadillas junto con el tomate, cebolla y chile verde por aproximadamente 15 ó 20 minutos.', 'Añade el huevo batido y remueve muy bien.', 'Puede servirse de esa manera o si prefiere en forma de crema, se deben licuar todos los ingredientes hasta formar una crema.', 'Agrega hierbabuena, sirve y disfruta.']",['5 minutos minutos'],['receta facil'],['El Salvador'],['3 porciones'],['220kcal']
62,Cómo hacer casamiento salvadoreño ,https://www.comedera.com/como-hacer-casamiento-salvadoreno/,"['2 tazas arroz cocido frío', '1 taza frijoles cocidos con caldo', '1 cda margarina', '1 cebolla  picada en cubos', '1 chile verde  cortado en cubos', '1 diente de ajo']","['En una cacerola caliente agrega la margarina para sofreír la cebolla y el ajo.', 'Cuando estén transparentes agrega el chile verde y sofríe un momento.', 'Agrega los frijoles con caldo y mezcla bien.', 'Agrega el arroz cocido, mezcla y deja cocinar por 10 minutos a fuego medio bajo.', 'Sirve y disfruta.']",['5 minutos minutos'],"['A la sartén, desayuno']",['El Salvador'],['3 personas'],['445kcal']
63,Cómo hacer carne deshilada con huevo ,https://www.comedera.com/como-hacer-carne-deshilada-con-huevo/,"['8 huevos', '500 gr de carne para deshebrar', '2 dientes de ajo', '1 cebolla blanca', '2 tomates', '1 chile verde', '3 cdas de aceite de oliva', 'sal y pimienta al gusto']","['Inicia la receta y calienta una olla con suficiente agua y un poco de sal. Coloca la carne y hierve por 25 minutos o un poco más hasta que esté blanda.', 'Una vez esté suave, saca la carne y deja enfriar. Cuando esté a temperatura, con al ayuda de tus manos deshebra muy bien. Reserva.', 'Ve incorporando en un bol los 8 huevos de a uno para evitar que estén dañados. Cuando estén juntos, mezcla muy bien hasta que queden espumosos. Reserva.', 'Toma la cebolla, los tomates y el chile, corta en cuadritos pequeños o brunoise.', 'Ahora, calienta un sartén con aceite de oliva y sofríe las cebolla, tomate y el chile por 2 minutos.', 'Luego, añade la carne, sal y pimienta al gusto y sofríe por 4 minutos más. Por último, agrega los huevos batidos y cocina sin dejar de mezclar hasta que cuajen.', 'Rectifica de sal y listo.', 'Sirve y acompaña con tus guarniciones favoritas. ¡Disfruta!']",['15 minutos minutos'],['Receta tradicional'],['El Salvador'],['4 personas'],['430kcal']
64,Receta de café de maíz salvadoreño ,https://www.comedera.com/receta-de-cafe-de-maiz-salvadoreno/,"['450 gr maíz', '200 gr granos de café', '15 ramas canela', '15 pimientas gordas']","['Sancocha el maíz por unos 30 minutos, luego lava y escurre.', 'Cuando el maíz esté completamente seco se pone a tostar a un término medio sobre un comal.', 'Haz lo mismo con el café, hasta que los granos estén negritos.', 'Mezcla el café y el maíz y se deja en el comal por unos cinco minutos.', 'Luego se muele junto con la canela.', 'Listo, con este polvo prepara café como de costumbre.']",['10 minutos minutos'],['Receta tradicional'],['El Salvador'],['50 porciones'],['315kcal']
65,"Cóctel de conchas, receta salvadoreña ",https://www.comedera.com/coctel-de-conchas/,"['500 gr de conchas de mar variadas ostras, almejas, curiles', '2 tomates', '1 cebolla', '1 manojo de cilantro', '1 chile fresco', '1 cdas de salsa inglesa', '2 limones', 'Sal al gusto']","['Con la ayuda de un cepillito de cocina vas a limpiarlas muy muy bien las conchas, con abundante para quitar todas las impurezas.', 'Una vez estén limpias, vas a abrirlas con la ayuda de un cuchillo pero tratando de que no se rompan. Coloca las conchas en una bandeja y condimenta con sal al gusto.', 'Corta un limón y bañalas con el zumo. Lleva los mariscos a la nevera por 15 minutos hasta marinar.', 'Mientras, corta los tomates y la cebolla en cuadritos muy pequeños. Haz lo propio con el chile y filetea el manojo de cilantro.', 'Añade todas las verduras en un bol, incorpora la salsa inglesa, el jugo de limón que resta y un toque de sal al gusto. Mezcla muy bien.', 'Pasado el tiempo de marinado, saca las conchas de la nevera y le vas a esparcir ese pico de gallo procurando que bañe a la pulpa.', 'Deja reposar por 10 minutos más en la nevera para que se impregne de todo el sabor.', 'Termina ese tiempo y estarán listas para degustar.']",['30 minutos minutos'],['Receta tradicional'],['El Salvador'],['4 personas'],['430kcal']
